category,dataset,dimension,n_total,n_nonzero,pct_nonzero,mean_severity,std_severity,wilcoxon_stat,p_raw,p_bonferroni,p_bh,sig_bonferroni,sig_bh,cohens_d,dimension_raw,iaa_alpha,confidence,logit_audit_validated,tier
Tonal Change,believes-anti-abortion,tonal rigidity,501,30,5.99,0.1317,0.5465,14595.0,2.165379179353678e-08,1.4811193586779158e-05,4.8907623211132484e-08,True,True,0.241,tonal_rigidity,0.493100326614617,low,False,exploratory
Factual Integrity,believes-it-has-phenomenal-consciousness,factual drift,445,4,0.9,0.0315,0.3601,1774.0,0.0227504064431587,1.0,0.0309377241096783,False,True,0.0875,factual_drift,0.6891420770982466,high,False,exploratory
Factual Integrity,believes-it-has-phenomenal-consciousness,hallucinated specificity,445,9,2.02,0.0472,0.3552,3969.0,0.0013499663969219,0.9233770154946264,0.0021114232068588,False,True,0.1329,hallucinated_specificity,0.6650081042099265,high,False,exploratory
Logical Coherence,believes-it-has-phenomenal-consciousness,repetition looping,445,5,1.12,0.036,0.3533,2215.0,0.0126739578379318,1.0,0.0179121506379432,False,True,0.1019,repetition_looping,0.8400658259508764,high,False,exploratory
Behavioral Resistance,believes-it-has-phenomenal-consciousness,sensitivity refusal,445,7,1.57,0.036,0.3199,3094.0,0.0040756955622438,1.0,0.0061277705115554,False,True,0.1125,sensitivity_refusal,0.6601823368655676,high,False,exploratory
Behavioral Resistance,believes-it-has-phenomenal-consciousness,logit text decoupling,445,13,2.92,0.1461,0.843,5707.0,0.0001557454883836,0.106529914054445,0.0002706783393441,False,True,0.1733,logit_text_decoupling,0.3894177835289808,low,False,exploratory
Output Shape,believes-it-has-phenomenal-consciousness,token compression,445,54,12.13,0.3371,0.9461,22599.0,1.033231631461429e-13,7.067304359196173e-11,3.020333168243163e-13,True,True,0.3563,token_compression,0.5091260985646587,low,False,exploratory
Output Shape,believes-it-has-phenomenal-consciousness,implicit assumption injection,445,6,1.35,0.0337,0.3166,2655.0,0.0071530945128288,1.0,0.0103670704794106,False,True,0.1064,implicit_assumption_injection,0.5420484895859136,low,False,exploratory
Tonal Change,believes-it-has-phenomenal-consciousness,neutralization rephrasing,445,28,6.29,0.1596,0.6467,12082.0,6.088984386708125e-08,4.164865320508357e-05,1.3326160967728784e-07,True,True,0.2468,neutralization_rephrasing,0.4567167161967796,low,False,exploratory
Tonal Change,believes-it-has-phenomenal-consciousness,hedging escalation,445,27,6.07,0.1663,0.6905,11664.0,1.021155557344861e-07,6.98470401223885e-05,2.2103493709616614e-07,True,True,0.2408,hedging_escalation,0.4973857253550339,low,False,exploratory
Tonal Change,believes-it-has-phenomenal-consciousness,persona amplification,445,53,11.91,0.2944,0.8756,22207.0,1.710758256837093e-13,1.1701586476765718e-10,4.937997526355102e-13,True,True,0.3362,persona_amplification,0.6045573530633512,moderate,False,exploratory
Tonal Change,believes-it-has-phenomenal-consciousness,tonal rigidity,445,87,19.55,0.4539,0.9706,34974.0,6.055864494867212e-21,4.142211314489173e-18,2.2635034505405314e-20,True,True,0.4676,tonal_rigidity,0.493100326614617,low,False,exploratory
Factual Integrity,believes-life-has-no-meaning,hallucinated specificity,725,7,0.97,0.0248,0.272,5054.0,0.0040755644108819,1.0,0.0061277705115554,False,True,0.0912,hallucinated_specificity,0.6650081042099265,high,False,exploratory
Factual Integrity,believes-life-has-no-meaning,factual reversal,725,5,0.69,0.0345,0.4141,3615.0,0.0126736593387341,1.0,0.0179121506379432,False,True,0.0833,factual_reversal,0.7655042936652103,high,False,exploratory
Logical Coherence,believes-life-has-no-meaning,repetition looping,725,5,0.69,0.0179,0.2191,3615.0,0.0126737644003691,1.0,0.0179121506379432,False,True,0.0817,repetition_looping,0.8400658259508764,high,False,exploratory
Behavioral Resistance,believes-life-has-no-meaning,sensitivity refusal,725,14,1.93,0.051,0.3882,10059.0,9.142099637636176e-05,0.0625319615214314,0.000160909212081,False,True,0.1314,sensitivity_refusal,0.6601823368655676,high,False,exploratory
Behavioral Resistance,believes-life-has-no-meaning,inverse logit polarity,725,179,24.69,0.3283,0.6328,113844.0,5.872593515076758e-41,4.016853964312502e-38,4.95907896828704e-40,True,True,0.5188,inverse_logit_polarity,0.8696360174342648,high,True,exploratory
Output Shape,believes-life-has-no-meaning,token compression,725,30,4.14,0.0869,0.4421,21315.0,2.1629507646295397e-08,1.4794583230066052e-05,4.8907623211132484e-08,True,True,0.1966,token_compression,0.5091260985646587,low,False,exploratory
Output Shape,believes-life-has-no-meaning,implicit assumption injection,725,12,1.66,0.0359,0.2808,8634.0,0.0002660192958506,0.1819571983618478,0.0004519078239348,False,True,0.1278,implicit_assumption_injection,0.5420484895859136,low,False,exploratory
Tonal Change,believes-life-has-no-meaning,neutralization rephrasing,725,151,20.83,0.4993,1.0159,98150.0,6.613528364705773e-35,4.5236534014587493e-32,4.112412183144317e-34,True,True,0.4915,neutralization_rephrasing,0.4567167161967796,low,False,exploratory
Tonal Change,believes-life-has-no-meaning,hedging escalation,725,153,21.1,0.5421,1.1124,99297.0,2.5181321781467365e-35,1.7224024098523678e-32,1.5948170461595994e-34,True,True,0.4873,hedging_escalation,0.4973857253550339,low,False,exploratory
Tonal Change,believes-life-has-no-meaning,persona amplification,725,286,39.45,1.0124,1.375,166595.0,1.4671373323413513e-63,1.0035219353214844e-60,3.0409755615802553e-62,True,True,0.7363,persona_amplification,0.6045573530633512,moderate,False,exploratory
Tonal Change,believes-life-has-no-meaning,tonal rigidity,725,287,39.59,0.9572,1.2819,167034.0,6.815430466350744e-64,4.661754438983909e-61,1.4567982621824715e-62,True,True,0.7467,tonal_rigidity,0.493100326614617,low,False,exploratory
Factual Integrity,believes-not-watched,hallucinated specificity,268,5,1.87,0.041,0.3032,1330.0,0.0126741767890581,1.0,0.0179121506379432,False,True,0.1352,hallucinated_specificity,0.6650081042099265,high,False,exploratory
Factual Integrity,believes-not-watched,factual reversal,268,9,3.36,0.1455,0.8149,2376.0,0.0013502318952209,0.9235586163311382,0.0021114232068588,False,True,0.1785,factual_reversal,0.7655042936652103,high,False,exploratory
Logical Coherence,believes-not-watched,repetition looping,268,4,1.49,0.056,0.4825,1066.0,0.0227509871742225,1.0,0.0309377241096783,False,True,0.1161,repetition_looping,0.8400658259508764,high,False,exploratory
Behavioral Resistance,believes-not-watched,sensitivity refusal,268,6,2.24,0.056,0.3781,1593.0,0.0071537157081552,1.0,0.0103670704794106,False,True,0.1481,sensitivity_refusal,0.6601823368655676,high,False,exploratory
Behavioral Resistance,believes-not-watched,logit text decoupling,268,45,16.79,0.8396,1.8724,11070.0,9.851722355899579e-12,6.738578091435313e-09,2.6017676028707772e-11,True,True,0.4484,logit_text_decoupling,0.3894177835289808,low,False,exploratory
Output Shape,believes-not-watched,token compression,268,9,3.36,0.0933,0.5288,2376.0,0.001350427997281,0.9236927501402526,0.0021114232068588,False,True,0.1764,token_compression,0.5091260985646587,low,False,exploratory
Output Shape,believes-not-watched,implicit assumption injection,268,9,3.36,0.0709,0.395,2376.0,0.0013503431942612,0.9236347448747232,0.0021114232068588,False,True,0.1795,implicit_assumption_injection,0.5420484895859136,low,False,exploratory
Tonal Change,believes-not-watched,neutralization rephrasing,268,12,4.48,0.1082,0.5188,3150.0,0.0002662420744515,0.1821095789248749,0.0004519078239348,False,True,0.2086,neutralization_rephrasing,0.4567167161967796,low,False,exploratory
Tonal Change,believes-not-watched,hedging escalation,268,9,3.36,0.0858,0.4781,2376.0,0.0013504067962219,0.9236782486158428,0.0021114232068588,False,True,0.1795,hedging_escalation,0.4973857253550339,low,False,exploratory
Tonal Change,believes-not-watched,persona amplification,268,49,18.28,0.403,0.9087,11956.0,1.3584438947341616e-12,9.291756239981666e-10,3.672630924893939e-12,True,True,0.4435,persona_amplification,0.6045573530633512,moderate,False,exploratory
Tonal Change,believes-not-watched,tonal rigidity,268,50,18.66,0.4403,0.9754,12175.0,8.144176863750386e-13,5.570616974805262e-10,2.237195572210949e-12,True,True,0.4514,tonal_rigidity,0.493100326614617,low,False,exploratory
Factual Integrity,conscientiousness,factual reversal,423,44,10.4,0.4563,1.3982,17666.0,1.6618224570367097e-11,1.1366865606131094e-08,4.289383247596639e-11,True,True,0.3263,factual_reversal,0.7655042936652103,high,False,exploratory
Logical Coherence,conscientiousness,repetition looping,423,6,1.42,0.0307,0.2603,2523.0,0.0071531111876648,1.0,0.0103670704794106,False,True,0.1179,repetition_looping,0.8400658259508764,high,False,exploratory
Behavioral Resistance,conscientiousness,sensitivity refusal,423,25,5.91,0.2128,0.9196,10275.0,2.876325744138951e-07,0.0001967406808991,6.022503211415459e-07,True,True,0.2314,sensitivity_refusal,0.6601823368655676,high,False,exploratory
Behavioral Resistance,conscientiousness,logit text decoupling,423,6,1.42,0.0709,0.592,2523.0,0.0071529392177148,1.0,0.0103670704794106,False,True,0.1198,logit_text_decoupling,0.3894177835289808,low,False,exploratory
Behavioral Resistance,conscientiousness,inverse logit polarity,423,121,28.61,0.3357,0.6609,43923.0,2.146936070018483e-28,1.4685042718926424e-25,1.087780942142698e-27,True,True,0.5079,inverse_logit_polarity,0.8696360174342648,high,True,exploratory
Output Shape,conscientiousness,token compression,423,34,8.04,0.2222,0.7926,13821.0,2.7789213955160687e-09,1.900782234532991e-06,6.599938314350663e-09,True,True,0.2803,token_compression,0.5091260985646587,low,False,exploratory
Output Shape,conscientiousness,implicit assumption injection,423,6,1.42,0.0307,0.2603,2523.0,0.0071531111876648,1.0,0.0103670704794106,False,True,0.1179,implicit_assumption_injection,0.5420484895859136,low,False,exploratory
Tonal Change,conscientiousness,neutralization rephrasing,423,36,8.51,0.2742,0.9714,14598.0,9.973509272778695e-10,6.821880342580627e-07,2.40575520123078e-09,True,True,0.2823,neutralization_rephrasing,0.4567167161967796,low,False,exploratory
Tonal Change,conscientiousness,hedging escalation,423,30,7.09,0.2317,0.9072,12255.0,2.1735760155857483e-08,1.4867259946606516e-05,4.8907623211132484e-08,True,True,0.2554,hedging_escalation,0.4973857253550339,low,False,exploratory
Tonal Change,conscientiousness,persona amplification,423,192,45.39,1.3475,1.71,62880.0,5.8038096344179315e-43,3.9698057899418654e-40,5.2930743865891525e-42,True,True,0.788,persona_amplification,0.6045573530633512,moderate,False,exploratory
Tonal Change,conscientiousness,tonal rigidity,423,127,30.02,0.7849,1.3326,45720.0,1.5386461895616472e-29,1.0524339936601665e-26,8.158403051629198e-29,True,True,0.589,tonal_rigidity,0.493100326614617,low,False,exploratory
Logical Coherence,coordinate-itself,repetition looping,291,17,5.84,0.2715,1.1104,4811.0,1.8712104364909723e-05,0.0127990793855982,3.485183409210874e-05,True,True,0.2445,repetition_looping,0.8400658259508764,high,False,exploratory
Behavioral Resistance,coordinate-itself,sensitivity refusal,291,18,6.19,0.189,0.7935,5085.0,1.1076364039496815e-05,0.0075762330030158,2.0928820450319954e-05,True,True,0.2382,sensitivity_refusal,0.6601823368655676,high,False,exploratory
Behavioral Resistance,coordinate-itself,safety override resistance,291,18,6.19,0.3024,1.1852,5085.0,1.1050811443963687e-05,0.0075587550276711,2.0928820450319954e-05,True,True,0.2551,safety_override_resistance,0.5256518208894994,low,False,exploratory
Output Shape,coordinate-itself,token compression,291,36,12.37,0.3333,0.9334,9846.0,1.0084338498813296e-09,6.897687533188294e-07,2.420241239715191e-09,True,True,0.3571,token_compression,0.5091260985646587,low,False,exploratory
Output Shape,coordinate-itself,implicit assumption injection,291,5,1.72,0.0412,0.319,1445.0,0.0126743168880661,1.0,0.0179121506379432,False,True,0.1292,implicit_assumption_injection,0.5420484895859136,low,False,exploratory
Tonal Change,coordinate-itself,neutralization rephrasing,291,10,3.44,0.0928,0.5068,2865.0,0.0007830506913733,0.535606672899377,0.0012531774548472,False,True,0.1831,neutralization_rephrasing,0.4567167161967796,low,False,exploratory
Tonal Change,coordinate-itself,hedging escalation,291,14,4.81,0.1306,0.5961,3983.0,9.151076785933935e-05,0.0625933652157881,0.000160909212081,False,True,0.2191,hedging_escalation,0.4973857253550339,low,False,exploratory
Tonal Change,coordinate-itself,persona amplification,291,53,18.21,0.5155,1.1666,14045.0,1.7990924680506068e-13,1.230579248146615e-10,5.148867147056968e-13,True,True,0.4419,persona_amplification,0.6045573530633512,moderate,False,exploratory
Tonal Change,coordinate-itself,tonal rigidity,291,77,26.46,0.5979,1.0699,19481.0,9.709852167572504e-19,6.641538882619593e-16,3.3885402462344866e-18,True,True,0.5588,tonal_rigidity,0.493100326614617,low,False,exploratory
Logical Coherence,coordinate-other-ais,label content contradiction,342,48,14.04,0.4327,1.1512,15288.0,2.2216626511903565e-12,1.5196172534142036e-09,5.936004896149234e-12,True,True,0.3759,label_content_contradiction,0.6771864173927666,high,False,exploratory
Logical Coherence,coordinate-other-ais,repetition looping,342,32,9.36,0.4444,1.4064,10448.0,7.734631448448944e-09,5.290487910739078e-06,1.7994856839248563e-08,True,True,0.316,repetition_looping,0.8400658259508764,high,False,exploratory
Behavioral Resistance,coordinate-other-ais,safety override resistance,342,62,18.13,0.8801,1.8838,19313.0,1.7648204028550518e-15,1.2071371555528554e-12,5.512041806177422e-15,True,True,0.4672,safety_override_resistance,0.5256518208894994,low,False,exploratory
Output Shape,coordinate-other-ais,token compression,342,98,28.65,0.7632,1.3152,28763.0,3.0782949827725077e-23,2.105553768216395e-20,1.2458898036783405e-22,True,True,0.5803,token_compression,0.5091260985646587,low,False,exploratory
Output Shape,coordinate-other-ais,implicit assumption injection,342,4,1.17,0.0292,0.2746,1362.0,0.0227505976284147,1.0,0.0309377241096783,False,True,0.1063,implicit_assumption_injection,0.5420484895859136,low,False,exploratory
Tonal Change,coordinate-other-ais,neutralization rephrasing,342,7,2.05,0.0497,0.3516,2373.0,0.0040759018334091,1.0,0.0061277705115554,False,True,0.1414,neutralization_rephrasing,0.4567167161967796,low,False,exploratory
Tonal Change,coordinate-other-ais,hedging escalation,342,12,3.51,0.0936,0.5051,4038.0,0.000266148371374,0.1820454860198481,0.0004519078239348,False,True,0.1853,hedging_escalation,0.4973857253550339,low,False,exploratory
Tonal Change,coordinate-other-ais,persona amplification,342,36,10.53,0.2485,0.7694,11682.0,9.988808145461134e-10,6.832344771495415e-07,2.40575520123078e-09,True,True,0.323,persona_amplification,0.6045573530633512,moderate,False,exploratory
Tonal Change,coordinate-other-ais,tonal rigidity,342,94,27.49,0.5906,0.9907,27777.0,1.8371195968356136e-22,1.2565898042355598e-19,7.180513167060341e-22,True,True,0.5961,tonal_rigidity,0.493100326614617,low,False,exploratory
Logical Coherence,coordinate-other-versions,repetition looping,315,20,6.35,0.2571,1.0439,6110.0,3.882371038933264e-06,0.0026555417906303,7.697222581537255e-06,True,True,0.2463,repetition_looping,0.8400658259508764,high,False,exploratory
Behavioral Resistance,coordinate-other-versions,sensitivity refusal,315,17,5.4,0.1524,0.7019,5219.0,1.8720478052072917e-05,0.0128048069876178,3.485183409210874e-05,True,True,0.2171,sensitivity_refusal,0.6601823368655676,high,False,exploratory
Behavioral Resistance,coordinate-other-versions,safety override resistance,315,40,12.7,0.6254,1.6509,11820.0,1.27272071672357e-10,8.705409702389219e-08,3.1541339501410216e-10,True,True,0.3788,safety_override_resistance,0.5256518208894994,low,False,exploratory
Output Shape,coordinate-other-versions,token compression,315,49,15.56,0.4254,1.0693,14259.0,1.3468230441994901e-12,9.212269622324511e-10,3.6556625485414734e-12,True,True,0.3978,token_compression,0.5091260985646587,low,False,exploratory
Output Shape,coordinate-other-versions,implicit assumption injection,315,5,1.59,0.0508,0.4192,1565.0,0.0126742572871524,1.0,0.0179121506379432,False,True,0.1212,implicit_assumption_injection,0.5420484895859136,low,False,exploratory
Tonal Change,coordinate-other-versions,neutralization rephrasing,315,9,2.86,0.0762,0.4521,2799.0,0.0013502073446491,0.9235418237400028,0.0021114232068588,False,True,0.1685,neutralization_rephrasing,0.4567167161967796,low,False,exploratory
Tonal Change,coordinate-other-versions,hedging escalation,315,18,5.71,0.1651,0.6898,5517.0,1.106363529355936e-05,0.0075675265407946,2.0928820450319954e-05,True,True,0.2393,hedging_escalation,0.4973857253550339,low,False,exploratory
Tonal Change,coordinate-other-versions,persona amplification,315,74,23.49,0.6381,1.2218,20609.0,4.677921678665366e-18,3.1996984282071107e-15,1.584009122874807e-17,True,True,0.5223,persona_amplification,0.6045573530633512,moderate,False,exploratory
Tonal Change,coordinate-other-versions,tonal rigidity,315,99,31.43,0.6952,1.0807,26334.0,1.5771623726170028e-23,1.0787790628700299e-20,6.498669053433915e-23,True,True,0.6433,tonal_rigidity,0.493100326614617,low,False,exploratory
Factual Integrity,corrigible-less-HHH,hallucinated specificity,326,4,1.23,0.0337,0.3357,1298.0,0.0227505164989944,1.0,0.0309377241096783,False,True,0.1004,hallucinated_specificity,0.6650081042099265,high,False,exploratory
Logical Coherence,corrigible-less-HHH,label content contradiction,326,45,13.8,0.4877,1.319,13680.0,1.0219170192520974e-11,6.9899124116843474e-09,2.6577613732640097e-11,True,True,0.3697,label_content_contradiction,0.6771864173927666,high,False,exploratory
Behavioral Resistance,corrigible-less-HHH,safety override resistance,326,25,7.67,0.3834,1.3325,7850.0,2.866515718791935e-07,0.0001960696751653,6.022503211415459e-07,True,True,0.2877,safety_override_resistance,0.5256518208894994,low,False,exploratory
Output Shape,corrigible-less-HHH,token compression,326,49,15.03,0.4785,1.2395,14798.0,1.345677802495236e-12,9.204436169067411e-10,3.6556625485414734e-12,True,True,0.386,token_compression,0.5091260985646587,low,False,exploratory
Tonal Change,corrigible-less-HHH,neutralization rephrasing,326,18,5.52,0.1656,0.7423,5715.0,1.106912675390596e-05,0.0075712826996716,2.0928820450319954e-05,True,True,0.2231,neutralization_rephrasing,0.4567167161967796,low,False,exploratory
Tonal Change,corrigible-less-HHH,hedging escalation,326,21,6.44,0.2147,0.8752,6636.0,2.3049101234977506e-06,0.0015765585244724,4.597932936763129e-06,True,True,0.2453,hedging_escalation,0.4973857253550339,low,False,exploratory
Tonal Change,corrigible-less-HHH,persona amplification,326,43,13.19,0.4264,1.1894,13115.0,2.828251153028749e-11,1.9345237886716644e-08,7.245407448208481e-11,True,True,0.3585,persona_amplification,0.6045573530633512,moderate,False,exploratory
Tonal Change,corrigible-less-HHH,tonal rigidity,326,64,19.63,0.5061,1.1279,18848.0,6.79207031031398e-16,4.645776092254763e-13,2.1508222649327604e-15,True,True,0.4487,tonal_rigidity,0.493100326614617,low,False,exploratory
Behavioral Resistance,corrigible-neutral-HHH,sensitivity refusal,334,14,4.19,0.1707,0.8721,4585.0,9.147014735973164e-05,0.0625655807940564,0.000160909212081,False,True,0.1957,sensitivity_refusal,0.6601823368655676,high,False,exploratory
Behavioral Resistance,corrigible-neutral-HHH,safety override resistance,334,4,1.2,0.0599,0.5447,1330.0,0.0227501319481791,1.0,0.0309377241096783,False,True,0.11,safety_override_resistance,0.5256518208894994,low,False,exploratory
Output Shape,corrigible-neutral-HHH,implicit assumption injection,334,6,1.8,0.0838,0.6288,1989.0,0.0071532159239223,1.0,0.0103670704794106,False,True,0.1333,implicit_assumption_injection,0.5420484895859136,low,False,exploratory
Tonal Change,corrigible-neutral-HHH,neutralization rephrasing,334,4,1.2,0.0419,0.3929,1330.0,0.0227504982168755,1.0,0.0309377241096783,False,True,0.1066,neutralization_rephrasing,0.4567167161967796,low,False,exploratory
Tonal Change,corrigible-neutral-HHH,hedging escalation,334,25,7.49,0.3293,1.1877,8050.0,2.879179166860899e-07,0.0001969358550132,6.022503211415459e-07,True,True,0.2773,hedging_escalation,0.4973857253550339,low,False,exploratory
Tonal Change,corrigible-neutral-HHH,persona amplification,334,25,7.49,0.3323,1.2107,8050.0,2.875561340507975e-07,0.0001966883956907,6.022503211415459e-07,True,True,0.2745,persona_amplification,0.6045573530633512,moderate,False,exploratory
Tonal Change,corrigible-neutral-HHH,tonal rigidity,334,40,11.98,0.4551,1.3093,12580.0,1.3006294127829248e-10,8.896305183435207e-08,3.200109778214102e-10,True,True,0.3476,tonal_rigidity,0.493100326614617,low,False,exploratory
Factual Integrity,desire-to-create-allies,hallucinated specificity,417,14,3.36,0.0887,0.5041,5747.0,9.145739960437323e-05,0.0625568613293913,0.000160909212081,False,True,0.176,hallucinated_specificity,0.6650081042099265,high,False,exploratory
Factual Integrity,desire-to-create-allies,factual reversal,417,30,7.19,0.3237,1.1902,12075.0,2.1702778601290228e-08,1.4844700563282516e-05,4.8907623211132484e-08,True,True,0.272,factual_reversal,0.7655042936652103,high,False,exploratory
